id	title_rich	title_text	author_name	author_firstname	NomComplet	author_idref-id	promotion_year	pagination	author_gender	topic_notBefore	topic_notAfter	enc_teacher	these_biblionumber-benc	these_ppn-sudoc	ark_databnf	ark_cataloguebnf	id_wikidata	link_wikipedia	id_dbpedia
ENCPOS_1971_23	L’architecture militaire en Dauphiné à la fin du Moyen Âge	L’architecture militaire en Dauphiné à la fin du Moyen Âge	Rey	Viviane	Viviane Rey	026926873	1971	157-162	2	1200	1499		125191	234714840	http://data.bnf.fr/ark:/12148/cb119079094	https://catalogue.bnf.fr/ark:/12148/cb119079094	http://wikidata.org/entity/Q42327444		
ENCPOS_1971_24	Les conseillers au Châtelet de Paris de la fin du <small>XVII</small><sup>e</sup> siècle, étude d’histoire sociale	Les conseillers au Châtelet de Paris de la fin du xviie siècle, étude d’histoire sociale	Rosset	Philippe	Philippe Rosset	027109461	1971	163-170	1	1650	1699		125193	234718757	http://data.bnf.fr/ark:/12148/cb11922658q	https://catalogue.bnf.fr/ark:/12148/cb11922658q	http://wikidata.org/entity/Q42327488		
ENCPOS_1971_25	L’Église et les clercs face aux béguines et aux beghards du Rhin supérieur du <small>XIV</small><sup>e</sup> siècle au <small>XV</small><sup>e</sup> siècle	L’Église et les clercs face aux béguines et aux béghards du Rhin supérieur du xive siècle au xve siècle	Schmitt	Jean-Claude	Jean-Claude Schmitt	027127133	1971	171-174	1	1300	1499		125194	234719729	http://data.bnf.fr/ark:/12148/cb11924046j	https://catalogue.bnf.fr/ark:/12148/cb11924046j	http://wikidata.org/entity/Q1490053	http://fr.wikipedia.org/wiki/Jean-Claude_Schmitt	http://dbpedia.org/resource/Jean-Claude_Schmitt
ENCPOS_1971_26	La ville de Rodez au milieu du <small>XV</small><sup>e</sup> siècle	La ville de Rodez au milieu du xve siècle	Suau-Noulens	Bernadette	Bernadette Suau-Noulens	027151093	1971	175-184	2	1420	1480		125195	234720050	http://data.bnf.fr/ark:/12148/cb11925707t	https://catalogue.bnf.fr/ark:/12148/cb11925707t	http://wikidata.org/entity/Q42327503		
ENCPOS_1971_27	Du tombeau de saint Martial au “château” de Limoges, étude de topographie historique	Du tombeau de saint Martial au “château” de Limoges, étude de topographie historique	Trouillet	Marie-Christine	Marie-Christine Trouillet	057158800	1971	185-192	2	500	1499		125196	234720263					
ENCPOS_1971_28	La criminalité à Bordeaux de 1768 à 1777 d’après les plaintes et les informations de la Cour des jurats	La criminalité à Bordeaux de 1768 à 1777 d’après les plaintes et les informations de la Cour des jurats	Vié	Dominique	Dominique Vié	131619004	1971	193-199		1768	1777		125166	8973490					
ENCPOS_1971_29	L’architecture féodale en Alsace au <small>XIII</small><sup>e</sup> siècle	L’architecture féodale en Alsace au xiiie siècle	Wirth	Jean	Jean Wirth	027198510	1971	201-204	1	1200	1299		125197	234720824	http://data.bnf.fr/ark:/12148/cb119293050	https://catalogue.bnf.fr/ark:/12148/cb119293050	http://wikidata.org/entity/Q3175110	http://fr.wikipedia.org/wiki/Jean_Wirth	
ENCPOS_1971_NEXT		pages postliminaires					1971	-205											
ENCPOS_1971_PREV		pages liminaires					1971	0-8											
ENCPOS_1972_01	Les statuts d’une colonie génoise en Corse : Bonifacio à la fin du Moyen Âge	Les statuts d’une colonie génoise en Corse : Bonifacio à la fin du Moyen Âge	Bartoli	Marie-Claude	Marie-Claude Bartoli	105979813	1972	9-13	2	1200	1499		125220	234753528					
ENCPOS_1972_02	Le prieuré de Saint-Martin-des-Champs à Paris : étude historique et archéologique	Le prieuré de Saint-Martin-des-Champs à Paris : étude historique et archéologique	Berthier-Georgesco	Catherine	Catherine Berthier-Georgesco	234685492	1972	15-24	2	500	1972		125154	234685328					
ENCPOS_1972_03	La Madeleine de Châteaudun : étude archéologique	La Madeleine de Châteaudun : étude archéologique	Bévillard	Sophie	Sophie Bévillard	031528236	1972	25-32	2	500	1972		125221	234753854	http://data.bnf.fr/ark:/12148/cb122725828	https://catalogue.bnf.fr/ark:/12148/cb122725828	http://wikidata.org/entity/Q42328216		
ENCPOS_1972_04	Les pélerinages à Jérusalem et au mont Sinaï du <small>XIV</small><sup>e</sup> au <small>XVI</small><sup>e</sup> siècle	Les pélerinages à Jérusalem et au mont Sinaï du xive au xvie siècle	Cantoni	Pauline	Pauline Cantoni	234755113	1972	33-42	2	1300	1599		125222	234755024					
ENCPOS_1972_05	Le Conseil d’État sous la Restauration	Le Conseil d’État sous la Restauration	Chabin	Michel	Michel Chabin	026775387	1972	43-50	1	1814	1830		125223	234756705	http://data.bnf.fr/ark:/12148/cb11895824z	https://catalogue.bnf.fr/ark:/12148/cb11895824z	http://wikidata.org/entity/Q42328227		
ENCPOS_1972_06	Les plus anciennes chartes en langue française de l’Aube et de la Seine-et-Marne	Les plus anciennes chartes en langue française de l’Aube et de la Seine-et-Marne	Coq	Dominique	Dominique Coq	026798441	1972	51-53		900	1199		125224	234756888	http://data.bnf.fr/ark:/12148/cb11897617m	https://catalogue.bnf.fr/ark:/12148/cb11897617m	http://wikidata.org/entity/Q42328254		
ENCPOS_1972_07	Aspects économiques et sociaux de la vie rurale en Nivernais : la paroisse de Saint-Parize-le-Châtel au milieu du <small>XVIII</small><sup>e</sup> siècle	Aspects économiques et sociaux de la vie rurale en Nivernais : la paroisse de Saint-Parize-le-Châtel au milieu du xviiie siècle	Guyot-Ledoux	Marie-Andrée	Marie-Andrée Guyot-Ledoux	234757620	1972	55-63	1	1700	1799		125225	234757493					
ENCPOS_1972_08	Les routes de la généralité de Châlons-sur-Marne au <small>XVIII</small><sup>e</sup> siècle	Les routes de la généralité de Châlons-sur-Marne au xviiie siècle	Illaire	Martine	Martine Illaire	050210254	1972	65-71	2	1700	1799		125226	234759518	http://data.bnf.fr/ark:/12148/cb13519361v	https://catalogue.bnf.fr/ark:/12148/cb13519361v	http://wikidata.org/entity/Q42328523		
ENCPOS_1972_09	Le cartulaire de l’abbaye de Saint-Seine : introduction historique et édition critique	Le cartulaire de l’abbaye de Saint-Seine : introduction historique et édition critique	Lemps, De	Michel	Michel de Lemps	026982889	1972	73-81	1	1200	1299		125227	234759623	http://data.bnf.fr/ark:/12148/cb119124119	https://catalogue.bnf.fr/ark:/12148/cb119124119	http://wikidata.org/entity/Q38151568		
ENCPOS_1972_10	Le couvent des Grands Carmes de Toulouse (1264-1810)	Le couvent des Grands Carmes de Toulouse (1264-1810)	Lesur	Sabine	Sabine Lesur	026799820	1972	83-90	2	1264	1810		125228	234759704	http://data.bnf.fr/ark:/12148/cb118977365	https://catalogue.bnf.fr/ark:/12148/cb118977365	http://wikidata.org/entity/Q42328527		
ENCPOS_1972_11	La vie des nobles en Cornouaille à la fin de l’Ancien Régime	La vie des nobles en Cornouaille à la fin de l’Ancien Régime	Maréchal	Michel	Michel Maréchal	027008770	1972	91-100	1	1774	1789		125229	234759879	http://data.bnf.fr/ark:/12148/cb11914489q	https://catalogue.bnf.fr/ark:/12148/cb11914489q	http://wikidata.org/entity/Q42328543		
ENCPOS_1972_12	Les notables de l’élection de Carentan (1670-1790)	Les notables de l’élection de Carentan (1670-1790)	Mauduech	Gérard	Gérard Mauduech	027018075	1972	101-106	1	1670	1790		125230	234760052	http://data.bnf.fr/ark:/12148/cb11915197r	https://catalogue.bnf.fr/ark:/12148/cb11915197r	http://wikidata.org/entity/Q38151689		
ENCPOS_1972_13	Le développement historique de la ville d’Amboise des origines jusqu’à la fin du <small>XVIII</small><sup>e</sup> siècle	Le développement historique de la ville d’Amboise des origines jusqu’à la fin du xviiie siècle	Melet	Jacqueline	Jacqueline Melet	02702203X	1972	107-113	2	500	1789		125231	234761725					
ENCPOS_1972_14	Marle à la fin de l’Ancien Régime : étude de la société et de la vie sociale dans une petite ville de 1760 à 1789	Marle à la fin de l’Ancien Régime : étude de la société et de la vie sociale dans une petite ville de 1760 à 1789	Morelon-Péry	Dominique	Dominique Morelon-Péry	111367972	1972	115-124		1760	1789		125232	234762071	http://data.bnf.fr/ark:/12148/cb15515898w	https://catalogue.bnf.fr/ark:/12148/cb15515898w	http://wikidata.org/entity/Q42328554		
ENCPOS_1972_15	La vie économique et sociale à Ambert au <small>XVIII</small><sup>e</sup> siècle	La vie économique et sociale à Ambert au xviie siècle	Morin	Évelyne	Évelyne Morin	029590140	1972	125-128	2	1700	1799		125186	234710616	http://data.bnf.fr/ark:/12148/cb12118378h	https://catalogue.bnf.fr/ark:/12148/cb12118378h	http://wikidata.org/entity/Q42327283		
ENCPOS_1972_16	Les origines du monachisme dans le diocèse de Besançon (<small>V</small><sup>e</sup>-<small>X</small><sup>e</sup> siècle)	Les origines du monachisme dans le diocèse de Besançon (ve-xe siècle)	Moyse	Gérard	Gérard Moyse	027041700	1972	129-135	1	400	999		125233	234762713	http://data.bnf.fr/ark:/12148/cb119171450	https://catalogue.bnf.fr/ark:/12148/cb119171450	http://wikidata.org/entity/Q42328571		
ENCPOS_1972_17	Les relations des rois de France et des princes protestants allemands (1541-1559)	Les relations des rois de France et des princes protestants allemands (1541-1559)	Pariset	Jean-Daniel	Jean-Daniel Pariset	069366969	1972	137-142	1	1541	1559		125234	234763663	http://data.bnf.fr/ark:/12148/cb12629918m	https://catalogue.bnf.fr/ark:/12148/cb12629918m	http://wikidata.org/entity/Q38034624		
ENCPOS_1972_18	Le bestiaire héraldique au Moyen Âge	Le bestiaire héraldique au Moyen Âge	Pastoureau	Michel	Michel Pastoureau	027059952	1972	143-154	1	1000	1499	1	125235	234764724	http://data.bnf.fr/ark:/12148/cb119187467	https://catalogue.bnf.fr/ark:/12148/cb119187467	http://wikidata.org/entity/Q2497623	http://fr.wikipedia.org/wiki/Michel_Pastoureau	http://dbpedia.org/resource/Michel_Pastoureau
ENCPOS_1972_19	La société de la paroisse Saint-Michel de Bordeaux (vers 1470-vers 1520)	La société de la paroisse Saint-Michel de Bordeaux (vers 1470-vers 1520)	Pastoureau-Laprébande	Mireille	Mireille Pastoureau-Laprébande	027059960	1972	155-160	2	1470	1520		125236	234764899	http://data.bnf.fr/ark:/12148/cb11918747k	https://catalogue.bnf.fr/ark:/12148/cb11918747k	http://wikidata.org/entity/Q42328585		
ENCPOS_1972_20	Guillaume de Varye, facteur de Jacques Cœur et général des finances de Louis XI	Guillaume de Varye, facteur de Jacques Cœur et général des finances de Louis XI	Poulon	Marie-Édith	Marie-Édith Poulon	026751046	1972	161-166	2	1436	1456		125238	234765259	http://data.bnf.fr/ark:/12148/cb118938830	https://catalogue.bnf.fr/ark:/12148/cb118938830	http://wikidata.org/entity/Q42328612		
ENCPOS_1972_21	Les forges des princes de Condé en Bretagne aux <small>XVII</small><sup>e</sup> et <small>XVIII</small><sup>e</sup> siècles	Les forges des princes de Condé en Bretagne aux xviie et xviiie siècles	Ramin	Perrine	Perrine Ramin	169373150	1972	167-172	2	1600	1799		125239	23476547X					
ENCPOS_1972_22	Coutances au <small>XVIII</small><sup>e</sup> siècle : vie urbaine et administration municipale	Coutances au xviiie siècle : vie urbaine et administration municipale	Sanson	Marc	Marc Sanson	033989613	1972	173-178	1	1700	1799		125241	234765992	http://data.bnf.fr/ark:/12148/cb12479033q	https://catalogue.bnf.fr/ark:/12148/cb12479033q	http://wikidata.org/entity/Q3288382	http://fr.wikipedia.org/wiki/Marc_Sanson	
ENCPOS_1972_23	Quatre paroisses en bas Limousin au <small>XVIII</small><sup>e</sup> siècle : Allassac, Donzenac, Sadroc, Voutezac, étude économique et sociale	Quatre paroisses en bas Limousin au xviiie siècle : Allassac, Donzenac, Sadroc, Voutezac ; étude économique et sociale	Soulingeas	Yves	Yves Soulingeas	027144925	1972	179-184	1	1700	1799		125344	234910054	http://data.bnf.fr/ark:/12148/cb11925246b	https://catalogue.bnf.fr/ark:/12148/cb11925246b	http://wikidata.org/entity/Q38151825		
ENCPOS_1972_24	La Terreur dans le district de Brignoles (Var)	La Terreur dans le district de Brignoles (Var)	Tilloy	Michèle	Michèle Tilloy	027044920	1972	185-189	2	1793	1794		125289	234786736	http://data.bnf.fr/ark:/12148/cb119174345	https://catalogue.bnf.fr/ark:/12148/cb119174345	http://wikidata.org/entity/Q42328655		
ENCPOS_1972_NEXT		pages postliminaires					1972	-191											
ENCPOS_1972_PREV		pages liminaires					1972	0-8											
ENCPOS_1973_01	Vision du monde rural à travers une seigneurie : l’abbaye de Montivilliers (1540-1660)	Vision du monde rural à travers une seigneurie : l’abbaye de Montivilliers (1540-1660)	Bottin	Jacques	Jacques Bottin	026741504	1973	9-11	1	1540	1660		125312	234847301	http://data.bnf.fr/ark:/12148/cb118931058	https://catalogue.bnf.fr/ark:/12148/cb118931058	http://wikidata.org/entity/Q42350818		
ENCPOS_1973_02	Le chapitre cathédral de Clermont des origines à 1560. Son organisation, sa vie, ses membres	Le chapitre cathédral de Clermont des origines à 1560. Son organisation, sa vie, ses membres	Chagny-Sève	Anne-Marie	Anne-Marie Chagny-Sève	029297850	1973	13-20	2	500	1560		125313	234847492	http://data.bnf.fr/ark:/12148/cb120954327	https://catalogue.bnf.fr/ark:/12148/cb120954327	http://wikidata.org/entity/Q42350841		
ENCPOS_1973_03	L’abbaye de Saint-Ouen de Rouen aux <small>XVII</small><sup>e</sup> et <small>XVIII</small><sup>e</sup> siècles. Étude d’une gestion ecclésiastique	L’abbaye de Saint-Ouen de Rouen aux xviie et xviiie siècles. Étude d’une gestion ecclésiastique	Chantereau	Danielle	Danielle Chantereau	14426224X	1973	21-25	2	1600	1799		125314	234847867					
ENCPOS_1973_04	Sciences et techniques divinatoires au <small>XV</small><sup>e</sup> siècle : Roland l’Écrivain, médecin, astrologue et géomancien	Sciences et techniques divinatoires au xve siècle : Roland l’Écrivain, médecin, astrologue et géomancien	Charmasson	Thérèse	Thérèse Charmasson	026780097	1973	27-31	2	1400	1499		125315	234848138	http://data.bnf.fr/ark:/12148/cb11896186t	https://catalogue.bnf.fr/ark:/12148/cb11896186t	http://wikidata.org/entity/Q42350873		
ENCPOS_1973_05	La vie et l’organisation d’une grande paroisse parisienne : Saint-Étienne-du-Mont aux <small>XVI</small><sup>e</sup> et <small>XVII</small><sup>e</sup> siècles	La vie et l’organisation d’une grande paroisse parisienne : Saint-Étienne-du-Mont aux xvie et xviie siècles	Clémencet	Anne	Anne Clémencet	234848669	1973	33-42	2	1500	1699		125317	234848537					
ENCPOS_1973_06	L’habitat rural dans les bailliages de Millau et de Compeyre aux <small>XIV</small><sup>e</sup> et <small>XV</small><sup>e</sup> siècles	L’habitat rural dans les bailliages de Millau et de Compeyre aux xive et xve siècles	Cornède	Martine	Martine Cornède	030067073	1973	43-49	2	1300	1499		125320	234849002	http://data.bnf.fr/ark:/12148/cb12155798b	https://catalogue.bnf.fr/ark:/12148/cb12155798b	http://wikidata.org/entity/Q42351361		
ENCPOS_1973_07	La mense épiscopale de Cambrai et le comte de Cambrésis (1480-1556). Étude de géographie historique	La mense épiscopale de Cambrai et le comte de Cambrésis (1480-1556). Étude de géographie historique	Degroise	Marie-Hélène	Marie-Hélène Degroise	026817683	1973	51-59	2	1480	1556		125322	234849258	http://data.bnf.fr/ark:/12148/cb11899113b	https://catalogue.bnf.fr/ark:/12148/cb11899113b	http://wikidata.org/entity/Q42351432		
ENCPOS_1973_08	Les manoirs du Perche	Les manoirs du Perche	Desvaux	Élisabeth	Élisabeth Desvaux	026885298	1973	61-67	2	1400	1973		125324	234849533	http://data.bnf.fr/ark:/12148/cb11904421w	https://catalogue.bnf.fr/ark:/12148/cb11904421w	http://wikidata.org/entity/Q16267257	http://fr.wikipedia.org/wiki/%C3%89lisabeth_Gautier-Desvaux	
ENCPOS_1973_09	Les marchands étrangers à Rouen au <small>XVI</small><sup>e</sup> siècle (vers 1520-vers 1580). Assimilation ou ségrégation ?	Les marchands étrangers à Rouen au xvie siècle (vers 1520-vers 1580). Assimilation ou ségrégation ?	Douyère	Christiane	Christiane Douyère	026823381	1973	69-74	2	1520	1580		125328	234849908	http://data.bnf.fr/ark:/12148/cb118995212	https://catalogue.bnf.fr/ark:/12148/cb118995212	http://wikidata.org/entity/Q15059378		
ENCPOS_1973_10	Les cartulaires de l’Hôtel-Dieu de Provins. Édition critique	Les cartulaires de l’Hôtel-Dieu de Provins. Édition critique	Dupraz	Dominique	Dominique Dupraz	026844699	1973	75-78		1100	1299		125330	234850140	http://data.bnf.fr/ark:/12148/cb119012359	https://catalogue.bnf.fr/ark:/12148/cb119012359	http://wikidata.org/entity/Q42351549		
ENCPOS_1973_11	Le <i>Compendium Historial</i>, d’Henri Romain. Édition du livre I	Le « Compendium Historial », d’Henri Romain. Édition du livre I	Dupré La Tour	Laurence	Laurence Dupré La Tour	234850558	1973	79-84	2	1429	1475		125333	234850507					
ENCPOS_1973_12	Les <i>Marguerites Hystorialles</i> de Jehan Massue. Édition critique	Les Marguerites Hystorialles de Jehan Massue. Édition critique	Eymard	Cécile	Cécile Eymard	234890061	1973	85-89	2	1500	1650		125336	23488990X					
ENCPOS_1973_13	La pratique des contrats de mariage chez les notaires au Châtelet de Paris de 1578 à 1583. Commentaire et publication, sous forme de fiches synoptiques, d’environ cinq cents documents originaux	La pratique des contrats de mariage chez les notaires au Châtelet de Paris de 1578 à 1583. Commentaire et publication, sous forme de fiches synoptiques, d’environ cinq cents documents originaux	Fages	Claudine	Claudine Fages	234891351	1973	91-100	2	1578	1583		125337	234891122					
ENCPOS_1973_14	Le premier cartulaire de l’abbaye de Pontigny. Édition critique	Le premier cartulaire de l’abbaye de Pontigny. Édition critique	Garrigues-Dalas	Martine	Martine Garrigues-Dalas	026882795	1973	101-104	2	1114	1399		125338	234892005	http://data.bnf.fr/ark:/12148/cb11904213q	https://catalogue.bnf.fr/ark:/12148/cb11904213q	http://wikidata.org/entity/Q42351684		
ENCPOS_1973_15	Saint-Benoît de Paris. Le chapitre premier, la paroisse et l’église du <small>XI</small><sup>e</sup> siècle à 1854	Saint-Benoît de Paris. Le chapitre premier, la paroisse et l’église du xie siècle à 1854	Grisel	Denis	Denis Grisel	026903601	1973	105-111	1	1000	1854		125339	23489248X	http://data.bnf.fr/ark:/12148/cb11905943t	https://catalogue.bnf.fr/ark:/12148/cb11905943t	http://wikidata.org/entity/Q42351775		
ENCPOS_1973_16	Recherches sur le monde rural dans les Pays-Bas méridionaux (1480-1630)	Recherches sur le monde rural dans les Pays-Bas méridionaux (1480-1630)	Gruzinski	Serge	Serge Gruzinski	028916980	1973	113-118	1	1480	1630		125345	234910917	http://data.bnf.fr/ark:/12148/cb120653628	https://catalogue.bnf.fr/ark:/12148/cb120653628	http://wikidata.org/entity/Q3479345	http://fr.wikipedia.org/wiki/Serge_Gruzinski	http://dbpedia.org/resource/Serge_Gruzinski
ENCPOS_1973_17	Le quartier Montorgueil dans la seconde moitié du <small>XIX</small><sup>e</sup> siècle. L’« Haussmannisation » et ses conséquences au niveau d’un secteur du quartier des Halles de Paris	Le quartier Montorgueil dans la seconde moitié du xixe siècle. L’« Haussmannisation » et ses conséquences au niveau des structures sociales et économiques d’un secteur de Paris	Hautefeuille	Madeline	Madeline Hautefeuille	082684146	1973	119-122	2	1850	1899				http://data.bnf.fr/ark:/12148/cb145856828	https://catalogue.bnf.fr/ark:/12148/cb145856828			
ENCPOS_1973_18	Les Hospitaliers en Bas-Comminges et la commanderie de Poucharramet du <small>XII</small><sup>e</sup> au <small>XVI</small><sup>e</sup> siècle	Les Hospitaliers en Bas-Comminges et la commanderie de Poucharramet du xiie au xvie siècle	Heusse-Ducassé	Marie-Dominique	Marie-Dominique Heusse-Ducassé	131478257	1973	123-131	2	1100	1599		125347	234912111					
ENCPOS_1973_19	Pauvreté et assistance dans le district de Douai sous la Révolution (1788-an V)	Pauvreté et assistance dans le district de Douai sous la Révolution (1788-an V)	Lefebvre	Claudine	Claudine Lefebvre	030054605	1973	133-137	2	1788	1797		125348	234912359	http://data.bnf.fr/ark:/12148/cb12154865d	https://catalogue.bnf.fr/ark:/12148/cb12154865d	http://wikidata.org/entity/Q42352311		
ENCPOS_1973_20	Auray au <small>XVIII</small><sup>e</sup> siècle (vers 1740-1789). Étude sociale, économique et démographique	Auray au xviiie siècle (vers 1740-1789). Étude sociale, économique et démographique	Le Goff	Armelle	Armelle Le Goff	059739428	1973	139-144	2	1740	1789		125349	234912561	http://data.bnf.fr/ark:/12148/cb16517035d	https://catalogue.bnf.fr/ark:/12148/cb16517035d	http://wikidata.org/entity/Q42351993		
ENCPOS_1973_21	Les musiciens à Paris au milieu du <small>XVII</small><sup>e</sup> siècle (1643-1661). Institutions et condition sociale	Les musiciens à Paris au milieu du xviie siècle (1643-1661). Institutions et condition sociale	Massip	Catherine	Catherine Massip	027015440	1973	145-152	2	1643	1661		125350	234912790	http://data.bnf.fr/ark:/12148/cb11915001m	https://catalogue.bnf.fr/ark:/12148/cb11915001m	http://wikidata.org/entity/Q2941994	http://fr.wikipedia.org/wiki/Catherine_Massip	http://dbpedia.org/resource/Catherine_Massip
ENCPOS_1973_22	Recherches sur les métiers du livre à Paris (1535-1560)	Recherches sur les métiers du livre à Paris (1535-1560)	Parent	Annie	Annie Parent	02705800X	1973	153-157	2	1535	1560		125351	234913053					
ENCPOS_1973_23	Étude d’un recueil anonyme d’<i>exempla</i> (compilation de la fin du <small>XII</small><sup>e</sup> siècle)	Étude d’un recueil anonyme d’ « exempla » (compilation de la fin du xiie siècle)	Stra	Claire	Claire Stra	070148570	1973	159-163	2	1150	1199		125352	234913665					
ENCPOS_1973_24	Le recrutement et la formation des officiers de Marine pendant la Restauration	Le recrutement et la formation des officiers de Marine pendant la Restauration	Surcouf	Joël	Joël Surcouf	027151875	1973	165-170	1	1814	1830		125353	234913959	http://data.bnf.fr/ark:/12148/cb11925767p	https://catalogue.bnf.fr/ark:/12148/cb11925767p	http://wikidata.org/entity/Q42352229		
ENCPOS_1973_25	Les premières chartes de l’abbaye de Silly-en-Gouffern (Orne), 1150-1250	Les premières chartes de l’abbaye de Silly-en-Gouffern (Orne), 1150-1250	Talabardon	Catherine	Catherine Talabardon	027154114	1973	171-174	2	1150	1250		125354	23491419X	http://data.bnf.fr/ark:/12148/cb119259526	https://catalogue.bnf.fr/ark:/12148/cb119259526	http://wikidata.org/entity/Q29914672		
ENCPOS_1973_26	La « Chambre de la généralle réformation des hospitaux et maladeries de France » (1612-1672)	La « Chambre de la généralle réformation des hospitaux et maladeries de France » (1612-1672)	Voitel-Grenon	Geneviève	Geneviève Voitel-Grenon	093618123	1973	175-178	2	1612	1672		125355	234914513					
ENCPOS_1973_NEXT		pages postliminaires					1973	-179											
ENCPOS_1973_PREV		pages liminaires					1973	0-8											
ENCPOS_1974_01	La noblesse de la sergenterie de Torigni-sur-Vire au <small>XVIII</small><sup>e</sup> siècle	La noblesse de la sergenterie de Torigni-sur-Vire au xviiie siècle	Bébon	Christine	Christine Bébon	074191055	1974	11-19	2	1700	1799		125358	23492781X	http://data.bnf.fr/ark:/12148/cb155952350	https://catalogue.bnf.fr/ark:/12148/cb155952350	http://wikidata.org/entity/Q42352386		
ENCPOS_1974_02	Recherches sur l’abbé Bignon (1662-1743), académicien et bibliothécaire du roi d’après sa correspondance	Recherches sur l’abbé Bignon (1662-1743), académicien et bibliothécaire du roi d’après sa correspondance	Bléchet	Françoise	Françoise Bléchet	026732432	1974	21-27	2	1662	1743		125359	234927836	http://data.bnf.fr/ark:/12148/cb11892339w	https://catalogue.bnf.fr/ark:/12148/cb11892339w	http://wikidata.org/entity/Q42352438		
ENCPOS_1974_03	Dominique-Catherine de Perignon, général, diplomate, homme d’État, maréchal de France (1754-1818)	Dominique-Catherine de Perignon, général, diplomate, homme d’État, maréchal de France (1754-1818)	Cau	Christian	Christian Cau	026772574	1974	29-35	1	1754	1818		125360	234927852	http://data.bnf.fr/ark:/12148/cb118955782	https://catalogue.bnf.fr/ark:/12148/cb118955782	http://wikidata.org/entity/Q40876801		
ENCPOS_1974_04	Le Briançonnais aux <small>XIV</small><sup>e</sup> et <small>XV</small><sup>e</sup> siècles. Aspects de la vie économique	Le Briançonnais aux xive et xve siècles. Aspects de la vie économique	Chanaud	Robert	Robert Chanaud	026777606	1974	37-44	1	1300	1499		125361	234927887	http://data.bnf.fr/ark:/12148/cb118960062	https://catalogue.bnf.fr/ark:/12148/cb118960062	http://wikidata.org/entity/Q40877190		
ENCPOS_1974_05	Evolution d’un roman médiéval à travers la littérature de colportage : <i>La Belle Hélène de Constantinople</i>, <small>XVI</small><sup>e</sup>-<small>XIX</small><sup>e</sup> siècles	Évolution d’un roman médiéval à travers la littérature de colportage : « La Belle Hélène de Constantinople », xvie-xixe siècles	Chassagne-Jabiol	Annie	Annie Chassagne-Jabiol	031221742	1974	45-50	2	1500	1899		125362	234927925	http://data.bnf.fr/ark:/12148/cb122479165	https://catalogue.bnf.fr/ark:/12148/cb122479165	http://wikidata.org/entity/Q40876541		
ENCPOS_1974_06	Les <i>Politicorum sive civilis doctrinae, libri sex</i> de Juste Lipse. Édition critique du livre IV	Les « Politicorum sive civilis doctrinae, libri sex » de Juste Lipse. Édition critique du livre IV	Coron	Antoine	Antoine Coron	026799812	1974	51-59	1	1547	1606		125363	234927976	http://data.bnf.fr/ark:/12148/cb11897735t	https://catalogue.bnf.fr/ark:/12148/cb11897735t	http://wikidata.org/entity/Q33192272		
ENCPOS_1974_07	Les travaux de Paris (1814-1830). Recherches sur la politique d’urbanisme de la Ville de Paris sous la Restauration	Les travaux de Paris (1814-1830). Recherches sur la politique d’urbanisme de la Ville de Paris sous la Restauration	Debofle	Pierre	Pierre Debofle	02681563X	1974	61-71	1	1814	1830		125364	234927992					
ENCPOS_1974_08	Recherches sur la police parisienne sous Louis XIV à travers l’œuvre et la carrière de Nicolas Delamare	Recherches sur la police parisienne sous Louis XIV à travers l’œuvre et la carrière de Nicolas Delamare	Diament	Nicole	Nicole Diament	234928026	1974	73-81	2	1650	1715		125365	234928018					
ENCPOS_1974_09	Étude topographique sur les possessions de la maison du Temple à Paris (<small>XII</small><sup>e</sup>-<small>XIV</small><sup>e</sup> siècles)	Étude topographique sur les possessions de la maison du Temple à Paris (xiie-xive siècles)	Étienne	Geneviève	Geneviève Étienne	031031919	1974	83-90	2	1100	1399		125366	234928034	http://data.bnf.fr/ark:/12148/cb122328301	https://catalogue.bnf.fr/ark:/12148/cb122328301	http://wikidata.org/entity/Q42352607		
ENCPOS_1974_10	Étude sur le Bas-Vivarais d’après les estimes de 1464	Étude sur le Bas-Vivarais d’après les estimes de 1464	Farcis	Daniel	Daniel Farcis	234928077	1974	91-99	1	1464	1464		125367	234928069					
ENCPOS_1974_11	La bibliothèque royale sous la Monarchie de Juillet (1830-1848)	La bibliothèque royale sous la Monarchie de Juillet (1830-1848)	Foucaud	Jean-François	Jean-François Foucaud	050120115	1974	101-105	1	1830	1848		125368	234928085	http://data.bnf.fr/ark:/12148/cb126064799	https://catalogue.bnf.fr/ark:/12148/cb126064799	http://wikidata.org/entity/Q40877988		
ENCPOS_1974_12	Le haras de Pompadour et l’élevage du cheval en Limousin des origines au début du <small>XX</small><sup>e</sup> siècle	Le haras de Pompadour et l’élevage du cheval en Limousin des origines au début du xxe siècle	Granges	Françoise	Françoise Granges	02690067X	1974	107-114	2	1500	1930		125567	235173517					
ENCPOS_1974_13	Le quartier Montorgueil dans la seconde moitié du <small>XIX</small><sup>e</sup> siècle. L’« Haussmannisation » et ses conséquences au niveau d’un secteur du quartier des Halles de Paris	Le quartier Montorgueil dans la seconde moitié du xixe siècle. L’« Haussmannisation » et ses conséquences au niveau d’un secteur du quartier des Halles de Paris	Hautefeuille	Madeline	Madeline Hautefeuille	082684146	1974	115-121	2	1850	1899		125346	234911808	http://data.bnf.fr/ark:/12148/cb145856828	https://catalogue.bnf.fr/ark:/12148/cb145856828			
